#q2lo q2hi qTlo qThi PDF0  uncertainty
125.032 125.034 30 35 8.179355159761927e-10 4.679410600170909e-15
125.032 125.034 35 40 5.704470226115233e-10 2.99957027008154e-15
125.034 125.036 0 5 1.850923682436888e-09 6.221379844379152e-14
125.034 125.036 5 10 3.193096560153889e-09 1.409499800858898e-15
125.034 125.036 10 15 2.710582512907747e-09 5.595596548187199e-14
125.034 125.036 15 20 2.015074098073959e-09 2.005641986927631e-14
125.034 125.036 20 25 1.4493109931589e-09 1.216036252905596e-14
125.034 125.036 25 30 1.03088403998006e-09 7.070624742694976e-15
125.034 125.036 30 35 7.274646314187816e-10 4.246889973374568e-15
125.034 125.036 35 40 5.073538613273856e-10 2.727109690486178e-15
125.036 125.038 0 5 1.656854332228187e-09 5.554957206403052e-14
125.036 125.038 5 10 2.858317659649476e-09 1.011472642622351e-15
125.036 125.038 10 15 2.42640791953098e-09 5.030590389275202e-14
125.036 125.038 15 20 1.803825688518121e-09 1.811316420636982e-14
125.036 125.038 20 25 1.297380378974095e-09 1.077268082350287e-14
125.036 125.038 25 30 9.228216318293516e-10 6.410738527340339e-15
125.036 125.038 30 35 6.512117754681009e-10 3.859043074485052e-15
125.036 125.038 35 40 4.541759853370906e-10 2.481221706561111e-15
125.038 125.04 0 5 1.491774186616406e-09 4.991804745615985e-14
125.038 125.04 5 10 2.573545661176812e-09 7.38554824467739e-16
125.038 125.04 10 15 2.184680551380548e-09 4.544327701761926e-14
125.038 125.04 15 20 1.624131012795644e-09 1.641844367099148e-14
125.038 125.04 20 25 1.16814299622381e-09 9.621927387950081e-15
125.038 125.04 25 30 8.308998130833081e-10 5.828110209645438e-15
125.038 125.04 30 35 5.863481395438477e-10 3.514099918454245e-15
125.038 125.04 35 40 4.089406741591407e-10 2.261583083988601e-15
125.04 125.042 0 5 1.350187287550025e-09 4.511246590972391e-14
125.04 125.042 5 10 2.329300019570273e-09 5.477767194277455e-16
125.04 125.042 10 15 1.97735313530071e-09 4.123531742864991e-14
125.04 125.042 15 20 1.470008065578721e-09 1.493735469828614e-14
125.04 125.042 20 25 1.057296658516261e-09 8.654479741639718e-15
125.04 125.042 25 30 7.520586705559821e-10 5.314332590355286e-15
125.04 125.042 30 35 5.307145864660136e-10 3.208329368266282e-15
125.04 125.042 35 40 3.701422121951103e-10 2.066285658388276e-15
125.042 125.044 0 5 1.227840306757627e-09 4.097635849695153e-14
125.042 125.044 5 10 2.118243718869335e-09 4.120757456059645e-16
125.042 125.044 10 15 1.798197857964637e-09 3.757397617248337e-14
125.042 125.044 15 20 1.336827345251114e-09 1.363896157913647e-14
125.042 125.044 20 25 9.615118795945206e-10 7.831642443345355e-15
125.042 125.044 25 30 6.83930117177423e-10 4.86089527167866e-15
125.042 125.044 30 35 4.826401433225757e-10 2.937426551020309e-15
125.042 125.044 35 40 3.366153126026824e-10 1.892867217634127e-15
125.044 125.046 0 5 1.121400199527494e-09 3.738926329463187e-14
